Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1262,20,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,TA,TA,No,Rec,Q2,Unf,Q1,Q3,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2009,WD,Normal,128900
1263,50,RL,Q1,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,Av,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,FuseA,Q3,Q1,Q1,Q4,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2009,WD,Normal,161500
1264,70,RL,Q2,Q4,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,FuseA,Q2,Q2,Q1,Q4,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,Q3,TA,TA,N,Q1,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,7,2007,WD,Normal,180500
1265,120,RH,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1998.0,Fin,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,8,2008,COD,Abnorml,181000
1266,160,FV,Q1,Q1,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q1,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q2,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,3,2006,WD,Normal,183900
1267,190,RM,Q2,Q3,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,Q1,Fa,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,TA,N,FuseF,Q2,Q2,Q1,Q4,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,Q1,TA,TA,N,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,1,2007,WD,Normal,122000
1268,20,RL,Q4,Q4,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,,Q1,Ex,TA,PConc,Ex,TA,Gd,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,5,2010,WD,Normal,378500
1269,50,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,Q2,TA,Gd,CBlock,TA,TA,Mn,Rec,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,Q4,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,5,2008,WD,Normal,381000
1270,50,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q2,Q2,GasW,TA,Y,FuseA,Q1,Q1,Q1,Q3,0,0,1,1,3,1,TA,7,Typ,0,,Attchd,1958.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,7,2007,WD,Normal,144000
1271,40,RL,Q1,Q4,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,,Q1,Gd,TA,PConc,Gd,TA,Gd,GLQ,Q3,Unf,Q1,Q1,Q4,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q3,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,Q4,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,WD,Normal,260000
1272,20,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Gd,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,8,2009,WD,Normal,185750
1273,20,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q2,LwQ,Q1,Q1,Q2,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965.0,Unf,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,11,2006,WD,Normal,137000
1274,80,RL,Q4,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,Q1,TA,TA,CBlock,TA,TA,Av,ALQ,Q3,Unf,Q1,Q2,Q3,GasA,Gd,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,5,2008,WD,Normal,177000
1275,50,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2007,WD,Normal,139000
1276,90,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,Q2,TA,TA,CBlock,TA,TA,No,Rec,Q1,Unf,Q1,Q3,Q2,GasA,Gd,Y,FuseA,Q2,Q2,Q1,Q4,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,2,Q2,TA,Fa,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,137000
1277,60,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,Q1,TA,TA,CBlock,TA,Gd,No,BLQ,Q2,Unf,Q1,Q1,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q2,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,Q3,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2009,WD,Normal,162000
1278,80,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,Gd,TA,Av,ALQ,Q2,Unf,Q1,Q4,Q4,GasA,Fa,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2009,WD,Normal,197900
1279,60,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,3,2008,WD,Normal,237000
1280,50,C (all),Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,Gd,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,COD,Abnorml,68400
1281,20,RL,Q3,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,3,2009,WD,Normal,227000
1282,20,RL,Q2,Q2,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,Q1,TA,TA,CBlock,Gd,TA,No,ALQ,Q3,Unf,Q1,Q2,Q4,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,Q3,Gd,Gd,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2006,WD,Normal,180000
1283,20,RL,Q2,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,Q1,TA,TA,CBlock,Gd,TA,Mn,LwQ,Q2,Rec,Q1,Q2,Q3,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,9,2009,WD,Normal,150500
1284,90,RL,Q4,Q2,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,Q1,TA,TA,CBlock,TA,TA,Av,Unf,Q1,Unf,Q1,Q4,Q2,GasA,TA,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,2,2,4,2,TA,8,Typ,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,WD,Normal,139000
1285,50,RL,Q2,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,Q1,TA,TA,PConc,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q2,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,Q2,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2010,WD,Normal,169000
1286,50,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,Fa,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,FuseF,Q1,Q1,Q1,Q2,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2009,WD,Normal,132500
1287,20,RL,Q1,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,ALQ,Q2,Rec,Q1,Q3,Q4,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,6,2010,WD,Normal,143000
1288,20,RL,Q1,Q4,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,Q2,TA,Gd,CBlock,TA,TA,Av,Rec,Q3,Unf,Q1,Q4,Q4,GasA,Fa,Y,SBrkr,Q4,Q1,Q1,Q3,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,Q2,TA,TA,N,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2006,WD,Normal,190000
1289,120,RL,Q1,Q1,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,Q3,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,,,Q1,10,2009,WD,Normal,278000
1290,60,RL,Q4,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Q2,Gd,TA,PConc,Gd,TA,Mn,Unf,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,10,2006,New,Partial,281000
1291,80,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,Q1,TA,TA,PConc,TA,TA,Av,GLQ,Q3,Unf,Q1,Q1,Q3,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2010,WD,Normal,180500
1292,160,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,ALQ,Q1,Unf,Q1,Q2,Q1,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,2,2009,WD,Normal,119500
1293,70,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,Stone,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,TA,N,SBrkr,Q3,Q2,Q1,Q4,0,0,2,0,4,2,TA,11,Min2,0,,Attchd,1985.0,RFn,1,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2009,WD,Normal,107500
1294,60,RL,Q3,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,Q1,TA,TA,PConc,Gd,TA,No,GLQ,Q1,Unf,Q1,Q3,Q2,GasA,TA,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,GdWo,,Q1,3,2006,WD,Normal,162900
1295,20,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,,Q1,TA,TA,CBlock,TA,TA,No,Rec,Q1,Unf,Q1,Q3,Q2,GasA,TA,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,Q3,TA,TA,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2006,WD,Normal,115000
1296,20,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,TA,TA,Av,BLQ,Q3,Unf,Q1,Q1,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,11,2006,WD,Normal,138500
1297,20,RL,Q4,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,Q1,TA,Gd,CBlock,TA,TA,Mn,ALQ,Q3,Unf,Q1,Q2,Q3,GasA,Gd,Y,SBrkr,Q3,Q1,Q1,Q1,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,12,2008,WD,Normal,155000
1298,180,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,TA,TA,PConc,Gd,TA,Gd,GLQ,Q2,Unf,Q1,Q1,Q1,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,6,2006,New,Partial,140000
1299,60,RL,Q4,Q4,Pave,,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,Q2,Ex,TA,PConc,Ex,TA,Gd,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2008.0,Fin,2,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,Gd,,,Q1,1,2008,New,Partial,160000
1300,20,RL,Q3,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,,Q1,TA,TA,CBlock,TA,TA,No,LwQ,Q1,Rec,Q1,Q1,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,5,2010,WD,Normal,154000
1301,60,RL,Q1,Q3,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,Q2,Gd,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2009,WD,Normal,225000
1302,70,RL,Q1,Q1,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q2,Q1,GasA,Fa,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,Q1,TA,TA,P,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2009,WD,Normal,177500
1303,60,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,12,2006,WD,Normal,290000
1304,20,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,Av,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,Q4,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,,,Q1,4,2006,WD,Normal,232000
1305,160,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q3,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,4,2006,WD,Normal,130000
1306,20,RL,Q4,Q4,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,Q2,Gd,TA,PConc,Ex,TA,No,GLQ,Q3,Unf,Q1,Q1,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,11,2009,WD,Normal,325000
1307,120,RL,Q2,Q1,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q2,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,9,2006,New,Partial,202500
1308,20,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,Gd,PConc,Gd,Gd,No,ALQ,Q3,Unf,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,5,2009,WD,Normal,138000
